Identifiant_Client,Marque,Usage,CSP,Puissance,Valeur,Zone_tarif,Statut_marital,Année_permis,Mode_garage,Age,Ancienneté_véhicule,Ancienneté_contrat,Type_assurance,Sinistre
1536944,Ford,Privé & Professionnel,Ouvriers (O),6,7,2,Marié,1973,Non,63,16,6,Tiers,Aucun accident
1537017,Toyota,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",11,15,3,Inconnu,1981,Oui,49,18,13,Tous risques,Aucun accident
1537790,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,11,3,Célibataire,1998,Non,35,15,11,Tiers,Accident
1538050,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),2,2,2,Marié,1975,Non,58,14,34,Tous risques sérénité,Aucun accident
1538248,Renault,Privé,Employés (E),7,7,2,Marié,1972,Non,63,7,15,Tous risques,Aucun accident
1538587,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,8,5,Marié,1997,Oui,33,4,4,Tiers,Aucun accident
1538864,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,8,3,Marié,1981,Non,53,18,5,Tous risques sérénité,Aucun accident
1538882,Peugeot,Privé & trajet travail,Ouvriers (O),7,6,5,Célibataire,2003,Non,29,11,7,Tous risques,Accident
1538991,Peugeot,Privé & Professionnel,Ouvriers (O),8,6,3,Inconnu, ,Non, ,7,5,Tous risques,Aucun accident
1539072,Ford,Privé,Cadres et professions intellectuelles supérieures (CPIS),8,8,2,Marié,1973,Oui,58,8,33,Tous risques,Aucun accident
1539212,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,3,2,Marié,1982,Oui,48,8,5,Tous risques sérénité,Aucun accident
1539382,Fiat,Privé,Retraités  (R),9,11,6,Marié,1963,Oui,75,5,7,Tous risques,Aucun accident
1540095,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),6,4,2,Marié,1980,Non,50,8,8,Tous risques sérénité,Aucun accident
1540309,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,3,3,Marié,1980,Oui,53,4,12,Tous risques,Aucun accident
1540947,BMW,Privé,Cadres et professions intellectuelles supérieures (CPIS),4,5,7,Marié,1997,Non,34,20,4,Tous risques,Accident
1541135,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),5,4,4,Inconnu,1989,Non, ,7,7,Tous risques,Aucun accident
1541197,Citroën,Privé & trajet travail,Ouvriers (O),2,2,3,Divorcé,2001,Non,30,27,4,Tous risques,Accident
1541466,Peugeot,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),6,5,9,Célibataire,2000,Non,31,13,6,Tous risques,Aucun accident
1541599,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,2,Célibataire,1997,Non,35,17,4,Tous risques,Accident
1542290,Citroën,Privé,Retraités  (R),8,9,2,Marié,1970,Oui,74,11,14,Tous risques sérénité,Aucun accident
1542657,Saab,Privé,Retraités  (R),4,4,4,Divorcé,1991,Non,63,7,9,Tiers,Aucun accident
1543045,Peugeot,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",4,5,3,Marié,1982,Oui,52,30,5,Tous risques sérénité,Aucun accident
1546491,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,3,2,Marié,1980,Non,50,7,7,Tiers,Accident
1547337,Citroën,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),10,13,7,Marié,1985,Non,48,13,6,Tous risques,Aucun accident
1548062,Citroën,Privé,Retraités  (R),7,5,3,Marié,1975,Non,71,5,9,Tous risques,Aucun accident
1548972,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,3,Célibataire,1995,Non,35,8,17,Tous risques,Aucun accident
1549159,Citroën,Privé & trajet travail,Employés (E),2,1,7,Marié,1982,Oui,50,14,5,Tiers,Aucun accident
1549655,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,3,3,Inconnu,1990,Non,48,9,13,Tous risques,Aucun accident
1550129,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,4,Inconnu,1971,Non,60,23,14,Tous risques sérénité,Aucun accident
1550149,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,5,Marié,2005,Oui,31,14,5,Tous risques,Accident
1550150,Nissan,Privé,Cadres et professions intellectuelles supérieures (CPIS),11,17,7,Marié,1983,Oui,48,9,7,Tous risques,Aucun accident
1550749,Saab,Privé & trajet travail,Employés (E),4,5,3,Inconnu,1960,Non,76,13,14,Tiers,Aucun accident
1550752,Ford,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),6,7,5,Marié,2007,Non,51,4,4,Tiers,Accident
1552143,Ford,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),9,12,3,Marié,1987,Oui,43,4,11,Tiers,Aucun accident
1553421,Smart,Privé & Professionnel,Agriculteurs exploitants (AE),5,6,2,Marié,1985,Oui,46,4,7,Tous risques,Aucun accident
1554512,Citroën,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",7,11,4,Célibataire,2003,Non,34,15,4,Tous risques,Accident
1554518,Volvo,Privé & trajet travail,Employés (E),8,8,4,Inconnu,1990,Oui,40,7,6,Tous risques,Accident
1555432,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),5,6,3,Marié,1998,Oui,32,21,4,Tous risques,Accident
1557116,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,8,7,Marié,1988,Oui,49,7,6,Tiers,Aucun accident
1557124,Renault,Privé & trajet travail,Employés (E),8,6,8,Marié,1977,Oui,52,6,5,Tous risques,Aucun accident
1557785,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,6,8,Marié,1992,Non,43,9,5,Tous risques,Accident
1558329,Renault,Privé & Professionnel,Ouvriers (O),9,9,3,Marié,1990,Non,40,7,11,Tous risques,Aucun accident
1558638,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),6,6,5,Inconnu, ,Oui, ,5,4,Tiers,Aucun accident
1558824,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,12,4,Célibataire,2003,Non,27,17,7,Tous risques,Accident
1559355,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,9,3,Célibataire,1990,Oui,41,14,5,Tiers,Aucun accident
1559364,Fiat,Privé,Retraités  (R),4,4,3,Marié,1963,Non,73,15,9,Tous risques,Aucun accident
1559477,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,2,Célibataire,1985,Oui,45,4,17,Tous risques,Aucun accident
1559841,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,7,Célibataire,1999,Non,32,13,4,Tous risques sérénité,Accident
1560375,Chrysler,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",11,18,4,Marié,1996,Oui,34,12,4,Tous risques sérénité,Aucun accident
1560600,Peugeot,Privé & trajet travail,Employés (E),8,7,4,Marié,1966,Non,66,7,11,Tous risques,Aucun accident
1560956,Peugeot,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),4,2,4,Célibataire,2004,Non,25,16,6,Tous risques,Accident
1561906,BMW,Privé & trajet travail,Employés (E),4,4,5,Marié,1995,Non,37,17,8,Tous risques,Aucun accident
1561950,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,3,3,Marié,1998,Oui,33,18,5,Tous risques,Accident
1562813,Renault,Privé,Professions intermédiaires (PI),4,2,5,Célibataire,2002,Non,28,10,10,Tous risques sérénité,Accident
1563510,Toyota,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,16,5,Marié,1986,Non,46,6,11,Tous risques,Aucun accident
1563991,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,3,Marié,1991,Non,41,4,8,Tous risques sérénité,Aucun accident
1564216,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,3,Marié,1981,Non,58,5,12,Tous risques,Aucun accident
1564320,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,10,3,Célibataire,2006,Non,24,14,5,Tous risques sérénité,Accident
1565331,Citroën,Privé & Professionnel,Ouvriers (O),11,16,3,Inconnu,1984,Oui,48,7,12,Tiers,Aucun accident
1565468,Citroën,Privé,Professions intermédiaires (PI),1,2,5,Marié,1986,Oui,68,32,5,Tous risques,Aucun accident
1565565,Chrysler,Privé & trajet travail,Employés (E),9,12,5,Marié,1993,Non,39,6,6,Tiers,Aucun accident
1565927,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,2,5,Marié,1990,Non,43,7,8,Tous risques sérénité,Aucun accident
1566196,Volvo,Privé,Employés (E),7,8,2,Marié,1997,Non,33,10,17,Tous risques sérénité,Aucun accident
1566701,Fiat,Privé,Cadres et professions intellectuelles supérieures (CPIS),4,4,7,Marié,1996,Non,34,11,5,Tous risques sérénité,Accident
1567166,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,2,Marié,2002,Oui,29,11,6,Tiers,Aucun accident
1567249,Peugeot,Privé & trajet travail,Employés (E),4,2,5,Célibataire,1995,Non,36,6,7,Tous risques,Aucun accident
1567587,Citroën,Privé,Professions intermédiaires (PI),4,2,3,Marié,1965,Oui,65,9,5,Tiers,Aucun accident
1567600,Volvo,Privé & Professionnel,Agriculteurs exploitants (AE),10,12,5,Marié,1985,Oui,45,6,6,Tous risques sérénité,Aucun accident
1568746,Citroën,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,6,5,Marié,1993,Non,38,27,6,Tous risques,Aucun accident
1569158,Renault,Privé & Professionnel,Ouvriers (O),2,3,3,Marié,1977,Oui,61,12,4,Tous risques,Aucun accident
1569262,Fiat,Privé,Retraités  (R),5,4,3,Marié,1971,Oui,67,10,12,Tous risques,Aucun accident
1569389,Renault,Privé & trajet travail,Employés (E),2,3,6,Marié,1994,Non,42,26,8,Tous risques sérénité,Accident
1571098,Toyota,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,15,3,Marié,1986,Oui,47,13,6,Tiers,Aucun accident
1572297,Toyota,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),10,15,5,Marié,1983,Oui,47,4,8,Tous risques,Accident
1572342,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,5,Célibataire,2003,Non,45,9,9,Tous risques sérénité,Accident
1572565,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,6,5,Célibataire,2004,Non,29,19,5,Tous risques,Accident
1572578,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",7,8,9,Inconnu, ,Oui, ,10,5,Tous risques,Aucun accident
1573341,Renault,Privé & trajet travail,Employés (E),4,2,4,Marié,1996,Non,68,7,7,Tous risques sérénité,Aucun accident
1573607,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Marié,1988,Non,42,18,17,Tous risques,Aucun accident
1574562,Renault,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),5,5,7,Célibataire,2004,Non,27,13,5,Tous risques,Accident
1575139,Citroën,Privé & Professionnel,Ouvriers (O),6,5,5,Divorcé,1973,Non,56,7,4,Tous risques sérénité,Aucun accident
1575320,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),11,16,6,Marié,1990,Oui,69,5,5,Tous risques,Aucun accident
1575541,Renault,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),4,3,3,Célibataire,2001,Oui,29,11,11,Tiers,Accident
1576370,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,3,3,Marié,1996,Non,37,19,4,Tiers,Aucun accident
1577190,Fiat,Privé & Professionnel,Employés (E),8,11,2,Inconnu,1998,Non,32,5,4,Tous risques,Aucun accident
1577194,Citroën,Privé & Professionnel,Professions intermédiaires (PI),10,15,7,Marié,1983,Non,49,5,5,Tous risques,Aucun accident
1577333,Renault,Privé,Professions intermédiaires (PI),2,3,3,Marié,1964,Non,77,5,16,Tous risques,Aucun accident
1577609,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,3,Marié,1977,Oui,62,6,6,Tous risques,Accident
1577635,Renault,Privé & trajet travail,Professions intermédiaires (PI),2,3,3,Célibataire,1981,Non,66,11,12,Tous risques sérénité,Aucun accident
1577759,Citroën,Privé,Professions intermédiaires (PI),5,4,5,Célibataire,2002,Non,29,7,6,Tiers,Accident
1578133,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,3,Marié,1976,Oui,55,16,5,Tous risques,Aucun accident
1578452,Mercedes-Benz,Privé,Cadres et professions intellectuelles supérieures (CPIS),3,3,3,Marié,1976,Oui,61,9,5,Tiers,Aucun accident
1579075,Smart,Privé,Cadres et professions intellectuelles supérieures (CPIS),10,16,8,Célibataire,1988,Oui,43,6,6,Tous risques,Aucun accident
1580041,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,9,8,Marié,1984,Oui,51,10,5,Tous risques,Aucun accident
1580259,Saab,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Célibataire,1975,Non,70,17,13,Tous risques,Aucun accident
1580299,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,4,Marié,1983,Oui,67,5,13,Tous risques sérénité,Aucun accident
1580314,Citroën,Privé & trajet travail,Employés (E),4,3,2,Marié,1966,Oui,72,14,12,Tous risques sérénité,Aucun accident
1580706,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,9,3,Marié,1988,Non,45,5,15,Tous risques,Aucun accident
1580892,Renault,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",4,2,4,Marié,1989,Non,41,8,7,Tous risques,Aucun accident
1581081,Saab,Privé,Retraités  (R),7,5,7,Marié,1967,Non,71,5,13,Tiers,Aucun accident
1581239,Mercedes-Benz,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,5,3,Célibataire,2003,Oui,28,7,6,Tiers,Aucun accident
1581418,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),4,2,5,Marié,1995,Oui,36,6,13,Tous risques sérénité,Aucun accident
1581853,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,4,3,Inconnu,1970,Non,75,7,14,Tous risques,Aucun accident
1582279,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),9,10, ,Inconnu, ,Non, ,4,4,Tiers,Aucun accident
1582562,Peugeot,Privé,Retraités  (R),4,2,7,Inconnu,1977,Oui,73,10,13,Tous risques sérénité,Accident
1582579,Citroën,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",3,4,5,Marié,1976,Non,59,5,29,Tous risques,Aucun accident
1584067,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),8,7,7,Marié,1969,Oui,62,9,5,Tous risques,Aucun accident
1585910,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,7,Marié,1995,Non,59,19,11,Tous risques sérénité,Accident
1586033,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,4,Marié,1993,Non,43,11,13,Tous risques sérénité,Aucun accident
1586181,Mercedes-Benz,Privé & Professionnel,Agriculteurs exploitants (AE),5,5,3,Divorcé,1985,Non,45,12,6,Tous risques,Aucun accident
1586385,Peugeot,Privé,Professions intermédiaires (PI),6,8,3,Marié,1990,Non,56,14,11,Tiers,Aucun accident
1586901,Peugeot,Privé & trajet travail,Employés (E),5,5,3,Célibataire,2008,Oui,23,12,4,Tiers,Accident
1587173,Renault,Privé,Retraités  (R),8,8,6,Marié,1981,Non,77,5,35,Tous risques,Aucun accident
1587292,Peugeot,Privé & Professionnel,Employés (E),9,8,7,Marié,1990,Non,43,13,7,Tiers,Aucun accident
1587501,Renault,Privé & trajet travail,Professions intermédiaires (PI),4,2,6,Marié,1975,Non,55,9,5,Tous risques sérénité,Aucun accident
1588666,Smart,Privé,Employés (E),10,14,5,Marié,1972,Oui,58,11,6,Tous risques,Aucun accident
1589348,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,5,3,Célibataire,1995,Non,38,11,12,Tous risques sérénité,Aucun accident
1589365,Citroën,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",9,10,3,Marié,1981,Oui,52,13,10,Tous risques sérénité,Aucun accident
1590704,Peugeot,Privé & Professionnel,Ouvriers (O),6,5,8,Inconnu,1996,Oui,35,10,6,Tous risques,Accident
1590735,Audi,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),11,13,2,Marié,2000,Non,31,9,4,Tous risques,Accident
1590890,Citroën,Privé & trajet travail,Employés (E),9,10,2,Marié,1974,Oui,57,8,6,Tous risques,Aucun accident
1591942,Renault,Privé,Professions intermédiaires (PI),2,3,2,Marié,1970,Non,72,22,14,Tous risques,Aucun accident
1592128,Renault,Privé,Professions intermédiaires (PI),6,6,3,Marié,1948,Non,89,14,36,Tiers,Aucun accident
1592160,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,8,2,Célibataire,1994,Non,40,13,5,Tous risques,Aucun accident
1594043,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,3,Inconnu,1986,Oui,45,4,13,Tous risques sérénité,Aucun accident
1594323,Honda,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,12,2,Marié,1967,Non,63,4,5,Tous risques sérénité,Aucun accident
1594324,Citroën,Privé,Retraités  (R),2,2,7,Inconnu,1959,Non,72,28,17,Tiers,Aucun accident
1594729,Saab,Privé & trajet travail,Professions intermédiaires (PI),7,6,2,Célibataire,2005,Non,25,11,11,Tous risques,Aucun accident
1594853,Citroën,Privé,Cadres et professions intellectuelles supérieures (CPIS),8,11,4,Célibataire,1992,Non,38,11,12,Tous risques,Aucun accident
1595402,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,5,5,Marié,1984,Oui,47,15,17,Tous risques,Aucun accident
1597051,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),10,9,4,Marié,2001,Oui,30,11,7,Tous risques,Accident
1597377,Chrysler,Privé & Professionnel,Ouvriers (O),9,12,10,Marié,1986,Oui,45,5,10,Tous risques,Aucun accident
1598956,Renault,Privé & trajet travail,Employés (E),6,5,5,Marié,1996,Oui,54,15,9,Tous risques sérénité,Aucun accident
1600145,Renault,Privé & trajet travail,Employés (E),7,7,3,Marié,1976,Non,57,6,31,Tous risques,Aucun accident
