ID|Comments|CHURN
3770|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
2454|Wants to know how to do text messaging. Referred him to web site.|Current
1978|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3675|He expected significantly better Technical Support.|Vol
497|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3596|Wants to add additional lines for family. Needs more info on rates.|Vol
333|transferred to manager ASAP|Current
2627|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2772|Needed help figuring out his bill. I explained our minute charges.|Vol
3551|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
1061|Said his battery never has worked well. Wants a new phone ASAP.|Vol
3660|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3311|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
1316|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
863|He called and said someone stole his phone last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy.|Current
1663|Lost his charger and wants to know where he can another ASAP. I suggested local store.|Vol
1554|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3703|He expected significantly better Technical Support.|Vol
1113|Said his battery never has worked well. Wants a new phone ASAP.|Current
1089|Claims the phone does not work well. If the phone does not work consistently why should he pay consisitently. Good point.|Vol
2817|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1998|Wants to add additional lines for family. Needs more info on rates.|Vol
2542|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2620|Said his battery never has worked well. Wants a new phone ASAP.|Current
1045|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
541|Asked how to disable call waiting. referred him to web site.|Vol
3730|Asked about how to change his ring tones. Referred him to web site.|Current
950|Wants to know how to do text messaging. Referred him to web site.|Vol
2201|Wants to add another phone. Contacting provisioning.|Vol
2056|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
233|The signal on my handset was always weak. Even when I replaced the battery.|Current
205|Really wants the new phone from XVYX which has the PDA built in.|Current
1362|Handset sucked|Current
443|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2787|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
224|The handset really sucked. I could not hear anything near my house.|Current
1717|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Current
2090|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3350|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
154|Wants to know why the rate plan is so hard to figure out. He does not believe his anytime minutes are being subtracted properly. He wanted to speak to the manager ASAP.|Vol
229|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1960|Asked about how to change his ring tones. Referred him to web site.|Current
2256|Wants to change address.|Current
3155|Wants information on our Internet service. Referred him to web site.|Vol
3343|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
1959|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
